userId,movieId,rating,movie_title
5,367,4.0,"Mask, The (1994)"
5,380,2.0,True Lies (1994)
5,410,3.0,Addams Family Values (1993)
5,457,4.0,"Fugitive, The (1993)"
5,474,4.0,In the Line of Fire (1993)
5,475,5.0,In the Name of the Father (1993)
5,515,3.0,"Remains of the Day, The (1993)"
5,527,5.0,Schindler's List (1993)
5,531,4.0,"Secret Garden, The (1993)"
5,534,3.0,Shadowlands (1993)
5,588,4.0,Aladdin (1992)
5,589,3.0,Terminator 2: Judgment Day (1991)
5,590,5.0,Dances with Wolves (1990)
5,592,3.0,Batman (1989)
5,594,5.0,Snow White and the Seven Dwarfs (1937)
5,595,5.0,Beauty and the Beast (1991)
5,596,5.0,Pinocchio (1940)
5,597,3.0,Pretty Woman (1990)
5,608,3.0,Fargo (1996)
6,2,4.0,Jumanji (1995)
6,3,5.0,Grumpier Old Men (1995)
6,4,3.0,Waiting to Exhale (1995)
6,5,5.0,Father of the Bride Part II (1995)
6,6,4.0,Heat (1995)
6,7,4.0,Sabrina (1995)
6,8,3.0,Tom and Huck (1995)
6,10,3.0,GoldenEye (1995)
6,11,4.0,"American President, The (1995)"
6,13,3.0,Balto (1995)
6,15,4.0,Cutthroat Island (1995)
6,16,4.0,Casino (1995)
6,17,4.0,Sense and Sensibility (1995)
6,19,2.0,Ace Ventura: When Nature Calls (1995)
6,21,2.0,Get Shorty (1995)
6,22,5.0,Copycat (1995)
6,24,4.0,Powder (1995)
6,25,3.0,Leaving Las Vegas (1995)
6,26,4.0,Othello (1995)
6,27,3.0,Now and Then (1995)
6,31,3.0,Dangerous Minds (1995)
6,32,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
6,34,4.0,Babe (1995)
6,36,5.0,Dead Man Walking (1995)
6,41,4.0,Richard III (1995)
6,43,4.0,Restoration (1995)
6,45,3.0,To Die For (1995)
6,46,4.0,How to Make an American Quilt (1995)
6,47,4.0,Seven (a.k.a. Se7en) (1995)
6,50,1.0,"Usual Suspects, The (1995)"
6,54,4.0,"Big Green, The (1995)"
6,60,4.0,"Indian in the Cupboard, The (1995)"
6,61,4.0,Eye for an Eye (1996)
6,62,4.0,Mr. Holland's Opus (1995)
6,65,3.0,Bio-Dome (1996)
6,66,3.0,Lawnmower Man 2: Beyond Cyberspace (1996)
6,76,4.0,Screamers (1995)
6,79,3.0,"Juror, The (1996)"
6,86,5.0,White Squall (1996)
6,87,3.0,Dunston Checks In (1996)
6,88,2.0,Black Sheep (1996)
6,89,4.0,Nick of Time (1995)
6,92,4.0,Mary Reilly (1996)
6,93,4.0,Vampire in Brooklyn (1995)
6,95,4.0,Broken Arrow (1996)
6,100,3.0,City Hall (1996)
6,102,1.0,Mr. Wrong (1996)
6,104,4.0,Happy Gilmore (1996)
6,105,3.0,"Bridges of Madison County, The (1995)"
6,110,5.0,Braveheart (1995)
6,112,4.0,Rumble in the Bronx (Hont faan kui) (1995)
6,113,3.0,Before and After (1996)
6,126,3.0,"NeverEnding Story III, The (1994)"
6,135,3.0,Down Periscope (1996)
6,140,3.0,Up Close and Personal (1996)
6,141,4.0,"Birdcage, The (1996)"
6,145,4.0,Bad Boys (1995)
6,146,4.0,"Amazing Panda Adventure, The (1995)"
6,150,4.0,Apollo 13 (1995)
6,151,4.0,Rob Roy (1995)
6,153,3.0,Batman Forever (1995)
6,158,4.0,Casper (1995)
6,159,3.0,Clockers (1995)
6,160,5.0,Congo (1995)
6,161,3.0,Crimson Tide (1995)
6,163,3.0,Desperado (1995)
6,165,3.0,Die Hard: With a Vengeance (1995)
6,168,5.0,First Knight (1995)
6,170,3.0,Hackers (1995)
6,171,3.0,Jeffrey (1995)
6,174,3.0,Jury Duty (1995)
6,177,3.0,Lord of Illusions (1995)
6,179,1.0,Mad Love (1995)
6,180,2.0,Mallrats (1995)
6,181,3.0,Mighty Morphin Power Rangers: The Movie (1995)
6,185,3.0,"Net, The (1995)"
6,186,3.0,Nine Months (1995)
6,189,3.0,Reckless (1995)
6,191,2.0,"Scarlet Letter, The (1995)"
6,195,4.0,Something to Talk About (1995)
6,196,3.0,Species (1995)
6,201,3.0,Three Wishes (1995)
6,204,3.0,Under Siege 2: Dark Territory (1995)
6,205,3.0,Unstrung Heroes (1995)
6,207,4.0,"Walk in the Clouds, A (1995)"
6,208,3.0,Waterworld (1995)
6,209,3.0,White Man's Burden (1995)
6,210,4.0,Wild Bill (1995)
6,212,4.0,Bushwhacked (1995)
6,216,4.0,Billy Madison (1995)
6,217,3.0,"Babysitter, The (1995)"
6,218,2.0,Boys on the Side (1995)
6,219,3.0,"Cure, The (1995)"
6,222,4.0,Circle of Friends (1995)
6,224,3.0,Don Juan DeMarco (1995)
6,225,4.0,Disclosure (1994)
6,230,5.0,Dolores Claiborne (1995)
6,231,3.0,Dumb & Dumber (Dumb and Dumber) (1994)
6,234,2.0,Exit to Eden (1994)
6,236,4.0,French Kiss (1995)
6,237,4.0,Forget Paris (1995)
6,239,3.0,"Goofy Movie, A (1995)"
6,240,3.0,Hideaway (1995)
6,243,3.0,Gordy (1995)
6,248,5.0,Houseguest (1994)
6,250,4.0,Heavyweights (Heavy Weights) (1995)
6,251,3.0,"Hunted, The (1995)"
6,252,4.0,I.Q. (1994)
6,253,3.0,Interview with the Vampire: The Vampire Chronicles (1994)
6,254,3.0,Jefferson in Paris (1995)
6,256,3.0,Junior (1994)
6,257,5.0,Just Cause (1995)
6,258,3.0,"Kid in King Arthur's Court, A (1995)"
6,261,4.0,Little Women (1994)
6,262,5.0,"Little Princess, A (1995)"
6,265,3.0,Like Water for Chocolate (Como agua para chocolate) (1992)
6,266,3.0,Legends of the Fall (1994)
6,267,3.0,Major Payne (1995)
6,270,3.0,Love Affair (1994)
6,271,4.0,Losing Isaiah (1995)
6,273,3.0,Mary Shelley's Frankenstein (Frankenstein) (1994)
6,274,4.0,Man of the House (1995)
6,276,4.0,Milk Money (1994)
6,277,5.0,Miracle on 34th Street (1994)
6,279,3.0,My Family (1995)
6,281,4.0,Nobody's Fool (1994)
6,282,3.0,Nell (1994)
6,288,2.0,Natural Born Killers (1994)
6,289,3.0,Only You (1994)
6,291,3.0,Poison Ivy II (1996)
6,292,4.0,Outbreak (1995)
6,293,3.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
6,296,2.0,Pulp Fiction (1994)
6,302,3.0,"Queen Margot (Reine Margot, La) (1994)"
6,303,3.0,"Quick and the Dead, The (1995)"
6,304,4.0,Roommates (1995)
6,310,3.0,Rent-a-Kid (1995)
6,312,1.0,Stuart Saves His Family (1995)
6,313,3.0,"Swan Princess, The (1994)"
6,314,5.0,"Secret of Roan Inish, The (1994)"
6,315,4.0,"Specialist, The (1994)"
6,316,5.0,Stargate (1994)
6,317,4.0,"Santa Clause, The (1994)"
6,318,5.0,"Shawshank Redemption, The (1994)"
6,327,1.0,Tank Girl (1995)
6,329,4.0,Star Trek: Generations (1994)
6,330,3.0,Tales from the Hood (1995)
6,332,3.0,Village of the Damned (1995)
6,333,5.0,Tommy Boy (1995)
6,336,3.0,"Walking Dead, The (1995)"
6,337,5.0,What's Eating Gilbert Grape (1993)
6,339,4.0,While You Were Sleeping (1995)
6,340,4.0,"War, The (1994)"
6,342,3.0,Muriel's Wedding (1994)
6,343,3.0,"Baby-Sitters Club, The (1995)"
6,344,3.0,Ace Ventura: Pet Detective (1994)
6,347,3.0,Bitter Moon (1992)
6,348,3.0,Bullets Over Broadway (1994)
6,349,5.0,Clear and Present Danger (1994)
6,350,5.0,"Client, The (1994)"
6,351,4.0,"Corrina, Corrina (1994)"
6,352,3.0,Crooklyn (1994)
6,353,4.0,"Crow, The (1994)"
6,354,4.0,Cobb (1994)
6,355,4.0,"Flintstones, The (1994)"
6,356,5.0,Forrest Gump (1994)
6,357,3.0,Four Weddings and a Funeral (1994)
6,358,3.0,Higher Learning (1995)
6,359,3.0,I Like It Like That (1994)
6,360,3.0,I Love Trouble (1994)
6,361,4.0,It Could Happen to You (1994)
6,362,3.0,"Jungle Book, The (1994)"
6,364,5.0,"Lion King, The (1994)"
6,366,3.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
6,367,4.0,"Mask, The (1994)"
6,368,5.0,Maverick (1994)
6,370,4.0,Naked Gun 33 1/3: The Final Insult (1994)
6,371,3.0,"Paper, The (1994)"
6,374,3.0,Richie Rich (1994)
6,377,5.0,Speed (1994)
6,378,3.0,Speechless (1994)
6,380,4.0,True Lies (1994)
6,381,3.0,When a Man Loves a Woman (1994)
6,382,3.0,Wolf (1994)
6,383,3.0,Wyatt Earp (1994)
6,405,3.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
6,410,3.0,Addams Family Values (1993)
6,412,3.0,"Age of Innocence, The (1993)"
6,415,4.0,Another Stakeout (1993)
6,416,3.0,Bad Girls (1994)
6,419,3.0,"Beverly Hillbillies, The (1993)"
6,426,3.0,Body Snatchers (1993)
6,432,5.0,City Slickers II: The Legend of Curly's Gold (1994)
6,434,4.0,Cliffhanger (1993)
6,435,3.0,Coneheads (1993)
6,437,3.0,Cops and Robbersons (1994)
6,440,4.0,Dave (1993)
6,445,3.0,Fatal Instinct (1993)
6,450,4.0,With Honors (1994)
6,454,4.0,"Firm, The (1993)"
6,455,3.0,Free Willy (1993)
6,457,5.0,"Fugitive, The (1993)"
6,458,3.0,Geronimo: An American Legend (1993)
6,460,3.0,Getting Even with Dad (1994)
6,466,2.0,Hot Shots! Part Deux (1993)
6,468,4.0,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
6,469,4.0,"House of the Spirits, The (1993)"
6,472,3.0,I'll Do Anything (1994)
6,474,4.0,In the Line of Fire (1993)
6,475,4.0,In the Name of the Father (1993)
6,477,4.0,What's Love Got to Do with It? (1993)
6,480,5.0,Jurassic Park (1993)
6,485,3.0,Last Action Hero (1993)
6,489,3.0,Made in America (1993)
6,490,3.0,Malice (1993)
6,491,4.0,"Man Without a Face, The (1993)"
6,493,3.0,Menace II Society (1993)
6,494,3.0,Executive Decision (1996)
6,497,3.0,Much Ado About Nothing (1993)
6,500,5.0,Mrs. Doubtfire (1993)
6,502,3.0,"Next Karate Kid, The (1994)"
6,505,3.0,North (1994)
6,508,4.0,Philadelphia (1993)
6,509,3.0,"Piano, The (1993)"
6,510,3.0,Poetic Justice (1993)
6,515,4.0,"Remains of the Day, The (1993)"
6,516,4.0,Renaissance Man (1994)
6,520,3.0,Robin Hood: Men in Tights (1993)
6,524,3.0,Rudy (1993)
6,527,3.0,Schindler's List (1993)
6,531,3.0,"Secret Garden, The (1993)"
6,532,3.0,Serial Mom (1994)
6,536,3.0,"Simple Twist of Fate, A (1994)"
6,537,3.0,Sirens (1994)
6,539,3.0,Sleepless in Seattle (1993)
6,540,3.0,Sliver (1993)
6,542,4.0,Son in Law (1993)
6,543,3.0,So I Married an Axe Murderer (1993)
6,546,2.0,Super Mario Bros. (1993)
6,548,3.0,Terminal Velocity (1994)
6,552,3.0,"Three Musketeers, The (1993)"
6,553,5.0,Tombstone (1993)
6,569,4.0,Little Big League (1994)
6,575,3.0,"Little Rascals, The (1994)"
6,587,5.0,Ghost (1990)
6,588,5.0,Aladdin (1992)
6,589,3.0,Terminator 2: Judgment Day (1991)
6,590,5.0,Dances with Wolves (1990)
6,592,3.0,Batman (1989)
6,593,4.0,"Silence of the Lambs, The (1991)"
6,594,4.0,Snow White and the Seven Dwarfs (1937)
6,595,5.0,Beauty and the Beast (1991)
6,596,3.0,Pinocchio (1940)
6,597,4.0,Pretty Woman (1990)
6,606,3.0,Candyman: Farewell to the Flesh (1995)
6,608,3.0,Fargo (1996)
6,609,4.0,Homeward Bound II: Lost in San Francisco (1996)
6,616,5.0,"Aristocats, The (1970)"
6,628,3.0,Primal Fear (1996)
6,631,4.0,All Dogs Go to Heaven 2 (1996)
6,637,4.0,Sgt. Bilko (1996)
6,640,1.0,Diabolique (1996)
6,647,4.0,Courage Under Fire (1996)
6,662,3.0,Fear (1996)
6,667,3.0,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
6,694,3.0,"Substitute, The (1996)"
6,697,3.0,Feeling Minnesota (1996)
6,700,4.0,Angus (1995)
6,704,3.0,"Quest, The (1996)"
6,708,4.0,"Truth About Cats & Dogs, The (1996)"
6,709,5.0,Oliver & Company (1988)
6,710,3.0,Celtic Pride (1996)
6,711,4.0,Flipper (1996)
6,719,2.0,Multiplicity (1996)
6,736,5.0,Twister (1996)
6,747,3.0,"Stupids, The (1996)"
6,762,1.0,Striptease (1996)
6,765,3.0,Jack (1996)
6,775,3.0,Spirits of the Dead (1968)
6,780,5.0,Independence Day (a.k.a. ID4) (1996)
6,783,5.0,"Hunchback of Notre Dame, The (1996)"
6,795,3.0,Somebody to Love (1994)
6,799,3.0,"Frighteners, The (1996)"
6,801,3.0,Harriet the Spy (1996)
6,802,4.0,Phenomenon (1996)
6,818,3.0,"Very Brady Sequel, A (1996)"
6,830,5.0,"First Wives Club, The (1996)"
6,835,4.0,Foxfire (1996)
6,837,3.0,Matilda (1996)
6,838,4.0,Emma (1996)
6,839,3.0,"Crow: City of Angels, The (1996)"
6,842,3.0,Tales from the Crypt Presents: Bordello of Blood (1996)
6,848,4.0,"Spitfire Grill, The (1996)"
6,852,4.0,Tin Cup (1996)
6,867,3.0,Carpool (1996)
6,880,3.0,"Island of Dr. Moreau, The (1996)"
6,881,3.0,First Kid (1996)
6,888,3.0,Land Before Time III: The Time of the Great Giving (1995)
6,891,3.0,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
6,979,3.0,Nothing Personal (1995)
6,981,3.0,Dangerous Ground (1997)
6,986,4.0,Fly Away Home (1996)
6,991,4.0,Michael Collins (1996)
6,996,4.0,Last Man Standing (1996)
6,999,2.0,2 Days in the Valley (1996)
7,1,4.5,Toy Story (1995)
7,50,4.5,"Usual Suspects, The (1995)"
7,58,3.0,"Postman, The (Postino, Il) (1994)"
7,150,4.5,Apollo 13 (1995)
7,165,4.0,Die Hard: With a Vengeance (1995)
7,260,5.0,Star Wars: Episode IV - A New Hope (1977)
7,356,5.0,Forrest Gump (1994)
7,380,3.0,True Lies (1994)
7,466,5.0,Hot Shots! Part Deux (1993)
7,480,5.0,Jurassic Park (1993)
7,587,2.0,Ghost (1990)
7,588,3.0,Aladdin (1992)
7,589,2.5,Terminator 2: Judgment Day (1991)
7,592,3.0,Batman (1989)
7,593,5.0,"Silence of the Lambs, The (1991)"
7,595,3.5,Beauty and the Beast (1991)
7,648,4.0,Mission: Impossible (1996)
7,750,4.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
7,780,4.5,Independence Day (a.k.a. ID4) (1996)
7,920,3.0,Gone with the Wind (1939)
7,924,4.0,2001: A Space Odyssey (1968)
8,2,4.0,Jumanji (1995)
8,10,2.0,GoldenEye (1995)
8,11,4.0,"American President, The (1995)"
8,21,4.0,Get Shorty (1995)
8,32,3.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
8,34,5.0,Babe (1995)
8,39,3.0,Clueless (1995)
8,47,4.0,Seven (a.k.a. Se7en) (1995)
8,50,5.0,"Usual Suspects, The (1995)"
8,110,3.0,Braveheart (1995)
8,141,3.0,"Birdcage, The (1996)"
8,150,4.0,Apollo 13 (1995)
8,153,2.0,Batman Forever (1995)
8,185,5.0,"Net, The (1995)"
8,186,4.0,Nine Months (1995)
8,208,3.0,Waterworld (1995)
8,231,4.0,Dumb & Dumber (Dumb and Dumber) (1994)
8,235,3.0,Ed Wood (1994)
8,236,3.0,French Kiss (1995)
8,252,3.0,I.Q. (1994)
8,253,5.0,Interview with the Vampire: The Vampire Chronicles (1994)
8,282,3.0,Nell (1994)
8,292,3.0,Outbreak (1995)
8,296,4.0,Pulp Fiction (1994)
8,317,3.0,"Santa Clause, The (1994)"
8,318,5.0,"Shawshank Redemption, The (1994)"
8,339,3.0,While You Were Sleeping (1995)
8,356,3.0,Forrest Gump (1994)
8,357,5.0,Four Weddings and a Funeral (1994)
8,364,5.0,"Lion King, The (1994)"
8,367,3.0,"Mask, The (1994)"
8,377,4.0,Speed (1994)
8,380,5.0,True Lies (1994)
8,432,1.0,City Slickers II: The Legend of Curly's Gold (1994)
8,440,3.0,Dave (1993)
8,454,4.0,"Firm, The (1993)"
8,457,3.0,"Fugitive, The (1993)"
8,480,4.0,Jurassic Park (1993)
8,500,2.0,Mrs. Doubtfire (1993)
8,527,5.0,Schindler's List (1993)
8,539,3.0,Sleepless in Seattle (1993)
8,586,3.0,Home Alone (1990)
8,587,3.0,Ghost (1990)
8,590,5.0,Dances with Wolves (1990)
8,592,3.0,Batman (1989)
8,593,4.0,"Silence of the Lambs, The (1991)"
8,597,3.0,Pretty Woman (1990)
9,41,3.0,Richard III (1995)
9,187,3.0,Party Girl (1995)
9,223,4.0,Clerks (1994)
9,371,3.0,"Paper, The (1994)"
9,627,3.0,"Last Supper, The (1995)"
9,922,4.0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
9,923,5.0,Citizen Kane (1941)
10,296,1.0,Pulp Fiction (1994)
10,356,3.5,Forrest Gump (1994)
10,588,4.0,Aladdin (1992)
10,597,3.5,Pretty Woman (1990)
10,912,4.0,Casablanca (1942)
11,6,5.0,Heat (1995)
11,10,3.0,GoldenEye (1995)
11,36,4.0,Dead Man Walking (1995)
11,44,2.0,Mortal Kombat (1995)
11,95,3.0,Broken Arrow (1996)
11,110,5.0,Braveheart (1995)
11,150,5.0,Apollo 13 (1995)
11,153,3.0,Batman Forever (1995)
11,165,3.0,Die Hard: With a Vengeance (1995)
11,170,4.0,Hackers (1995)
11,208,3.0,Waterworld (1995)
11,292,4.0,Outbreak (1995)
11,318,4.0,"Shawshank Redemption, The (1994)"
11,349,5.0,Clear and Present Danger (1994)
11,356,5.0,Forrest Gump (1994)
11,368,3.0,Maverick (1994)
11,376,2.0,"River Wild, The (1994)"
11,377,3.0,Speed (1994)
11,380,4.0,True Lies (1994)
11,434,3.0,Cliffhanger (1993)
11,457,5.0,"Fugitive, The (1993)"
11,466,3.0,Hot Shots! Part Deux (1993)
11,474,4.0,In the Line of Fire (1993)
11,480,4.0,Jurassic Park (1993)
11,493,3.0,Menace II Society (1993)
11,511,4.0,"Program, The (1993)"
11,529,5.0,Searching for Bobby Fischer (1993)
11,589,4.0,Terminator 2: Judgment Day (1991)
11,593,5.0,"Silence of the Lambs, The (1991)"
11,648,4.0,Mission: Impossible (1996)
11,733,4.0,"Rock, The (1996)"
11,736,4.0,Twister (1996)
11,780,4.0,Independence Day (a.k.a. ID4) (1996)
12,39,4.0,Clueless (1995)
12,168,5.0,First Knight (1995)
12,222,5.0,Circle of Friends (1995)
12,256,5.0,Junior (1994)
12,261,4.5,Little Women (1994)
12,277,3.0,Miracle on 34th Street (1994)
12,357,3.5,Four Weddings and a Funeral (1994)
12,543,3.5,So I Married an Axe Murderer (1993)
12,830,4.0,"First Wives Club, The (1996)"
12,838,5.0,Emma (1996)
12,920,4.5,Gone with the Wind (1939)
13,47,5.0,Seven (a.k.a. Se7en) (1995)
13,305,1.0,Ready to Wear (Pret-A-Porter) (1994)
13,597,3.0,Pretty Woman (1990)
14,4,3.0,Waiting to Exhale (1995)
14,7,3.0,Sabrina (1995)
14,19,1.0,Ace Ventura: When Nature Calls (1995)
14,25,4.0,Leaving Las Vegas (1995)
14,32,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
14,39,3.0,Clueless (1995)
14,47,5.0,Seven (a.k.a. Se7en) (1995)
14,95,5.0,Broken Arrow (1996)
14,105,3.0,"Bridges of Madison County, The (1995)"
14,110,5.0,Braveheart (1995)
14,150,4.0,Apollo 13 (1995)
14,153,2.0,Batman Forever (1995)
14,193,3.0,Showgirls (1995)
14,231,3.0,Dumb & Dumber (Dumb and Dumber) (1994)
14,266,5.0,Legends of the Fall (1994)
14,282,5.0,Nell (1994)
14,288,4.0,Natural Born Killers (1994)
14,296,3.0,Pulp Fiction (1994)
14,318,3.0,"Shawshank Redemption, The (1994)"
14,337,5.0,What's Eating Gilbert Grape (1993)
14,339,4.0,While You Were Sleeping (1995)
14,344,2.0,Ace Ventura: Pet Detective (1994)
14,351,3.0,"Corrina, Corrina (1994)"
14,356,4.0,Forrest Gump (1994)
14,367,1.0,"Mask, The (1994)"
14,376,4.0,"River Wild, The (1994)"
14,377,3.0,Speed (1994)
14,383,4.0,Wyatt Earp (1994)
14,434,4.0,Cliffhanger (1993)
14,448,3.0,Fearless (1993)
14,455,3.0,Free Willy (1993)
14,477,4.0,What's Love Got to Do with It? (1993)
14,480,3.0,Jurassic Park (1993)
14,491,3.0,"Man Without a Face, The (1993)"
14,508,3.0,Philadelphia (1993)
14,509,5.0,"Piano, The (1993)"
14,524,3.0,Rudy (1993)
14,527,3.0,Schindler's List (1993)
14,539,4.0,Sleepless in Seattle (1993)
14,540,3.0,Sliver (1993)
14,552,3.0,"Three Musketeers, The (1993)"
14,553,4.0,Tombstone (1993)
14,586,3.0,Home Alone (1990)
14,590,4.0,Dances with Wolves (1990)
14,592,2.0,Batman (1989)
14,593,4.0,"Silence of the Lambs, The (1991)"
14,597,3.0,Pretty Woman (1990)
14,784,1.0,"Cable Guy, The (1996)"
15,1,2.5,Toy Story (1995)
15,44,1.0,Mortal Kombat (1995)
